EPIC,Unnamed: 0,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,Class,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,58,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,r_z,J_K,g_z,g_i,J-K
211401872,58.0,0.26483,15.7712,15.1895,14.9388,14.8619,14.7798,13.821,13.329,13.255999999999998,132.370258,11.668934,BM,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.42700000000000005,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999977,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.32760000000000034,0.5650000000000013,0.9093,0.8323999999999998,0.5650000000000013
211402663,46.0,0.194685,13.8673,13.5466,13.450999999999999,13.449000000000002,13.4382,12.612,12.315999999999999,12.283,132.59006399999998,11.682061000000001,SM,G0,5920.0,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.057999999999999996,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,0.22400000000000003,0.16500000000000004,,1.1600581328788684e+32,8.401004635966278e+33,2.992857567517304e+31,3.1917646267567214e+33,0.09759999999999813,0.3290000000000006,0.41829999999999856,0.41630000000000145,0.3290000000000006
211402784,66.0,0.213763,18.8907,17.6853,17.0189,16.7177,16.5469,15.458,,,133.239908,11.683971000000001,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.7525909284703144e+30,1.0087642760722682e+30,6.912527945600352e+29,0.9676000000000009,,2.1729999999999983,1.8718000000000004,
211403852,64.0,0.196307,17.6594,16.6591,16.225,16.0499,15.9026,14.873,14.265999999999998,14.118,132.404446,11.700814999999999,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.3559999999999999,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365452,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480495e+30,1.273935063983215e+30,2.2934552225196235e+30,0.6091999999999977,0.754999999999999,1.6095000000000006,1.4344000000000001,0.754999999999999
211403975,49.0,0.126958,14.3718,14.0,13.8921,13.8912,13.8679,13.037,12.742,12.665999999999999,132.503507,11.702728,SM,G3,5720.0,3.757,-0.12,4.86,-0.01,0.6609999999999999,0.7390000000000001,0.217,0.152,0.368,0.722,1.59,0.299,0.07400000000000001,0.027999999999999997,-0.05,-0.04,-0.013999999999999999,1.0,,,3.64,3.27,4.74,,,1.01,G3V,,,,,,,,,,45.0924975244228,0.202,0.13999999999999968,,8.084412725349285e+31,3.84e+33,1.886067167850175e+31,1.2378697459935962e+33,0.10880000000000045,0.3710000000000022,0.4806000000000008,0.4797000000000011,0.3710000000000022
211404310,63.0,0.416739,17.4447,16.5116,16.1378,15.9718,15.8537,14.841,14.164000000000001,14.065,133.160798,11.707605000000001,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.1556797429813792e+30,4.975979829449148e+30,0.5398000000000014,0.7759999999999998,1.472900000000001,1.3069000000000024,0.7759999999999998
211404488,64.0,0.187039,18.3124,17.1815,16.6735,16.4442,16.3099,15.19,14.527999999999999,14.503,133.222128,11.710197,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.3559999999999999,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365452,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480495e+30,1.273935063983215e+30,2.2934552225196235e+30,0.7373000000000012,0.6869999999999994,1.8682000000000016,1.6388999999999996,0.6869999999999994
211404735,46.0,0.217829,14.3141,13.9588,13.8672,13.8624,13.8219,12.948,12.689,12.645,133.126163,11.714008999999999,SM,G0,5920.0,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.057999999999999996,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,0.22400000000000003,0.16500000000000004,,1.1600581328788684e+32,8.401004635966278e+33,2.992857567517304e+31,3.1917646267567214e+33,0.09640000000000093,0.3030000000000008,0.45170000000000066,0.4468999999999994,0.3030000000000008
211404773,54.0,0.100981,15.4172,14.9204,14.7351,14.7026,14.6584,13.759,13.343,13.318,132.550627,11.71471,SM,G8,5490.0,3.734,-0.17,5.32,-0.17,0.737,0.8420000000000001,0.249,0.284,0.40399999999999997,0.7859999999999999,1.768,0.342,0.08199999999999999,0.027999999999999997,-0.057,-0.039,-0.018000000000000002,0.94,,,3.97,3.55,5.15,,,0.909,G8V,V  ,1.6,0.57,0.19,0.06,0.87,0.37,0.04,3.85,100.16652800704459,0.18180000000000002,0.06500000000000039,,5.45063231922809e+31,1.493933356778037e+33,1.5244349552817583e+31,2.235940640208395e+32,0.21780000000000044,0.4410000000000007,0.714599999999999,0.6821000000000002,0.4410000000000007
211405671,64.0,0.292937,18.2085,17.1179,16.6193,16.4047,16.2769,15.210999999999999,14.458,14.455,133.195211,11.727768,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.3559999999999999,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365452,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480495e+30,1.273935063983215e+30,2.2934552225196235e+30,0.7132000000000005,0.7559999999999985,1.8038000000000025,1.5892000000000017,0.7559999999999985
211406562,61.0,0.141576,17.2222,16.3395,15.9985,15.8528,15.7505,14.710999999999999,14.107000000000001,14.003,133.171795,11.740973,M,K5,4410.0,3.644,-0.68,7.36,-0.78,1.15,1.3730000000000002,0.525,1.081,0.685,1.272,2.883,0.568,0.132,0.042,-0.073,-0.028999999999999998,0.019,0.71,,,5.18,4.48,6.68,,,0.698,K5V,V  ,2.54,1.18,0.4,0.2,1.06,0.62,0.1,5.45,195.19221295850463,0.1396,0.16000000000000014,,1.0797876867412585e+31,4.408909906548034e+31,4.614499710764184e+30,1.6243024363474056e+31,0.4867000000000008,0.7079999999999984,1.3694000000000006,1.223700000000001,0.7079999999999984
211406596,56.0,0.177233,15.4018,14.8989,14.7393,14.6909,14.6373,13.732999999999999,13.352,13.26,132.561039,11.741568,SM,K0,5280.0,3.723,-0.22,5.76,-0.33,0.816,0.9440000000000001,0.28600000000000003,0.436,0.44299999999999995,0.853,1.953,0.387,0.091,0.03,-0.063,-0.037000000000000005,-0.015,0.87,,,4.29,3.81,5.54,,,0.8170000000000001,K0V,V  ,1.68,0.62,0.22,0.07,0.84,0.47,0.07,4.17,86.21678104048753,0.16340000000000002,0.10000000000000009,,3.701443634493218e+31,6.0859898590506785e+32,1.0122451715866837e+31,1.401350952556304e+32,0.20800000000000018,0.472999999999999,0.7109000000000005,0.6624999999999996,0.472999999999999
211407277,66.0,0.259894,18.8764,17.6744,17.0304,16.7497,16.5694,15.488,14.732999999999999,14.63,132.42996599999998,11.752383,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.7525909284703144e+30,1.0087642760722682e+30,6.912527945600352e+29,0.9246999999999979,0.8579999999999988,2.1266999999999996,1.846,0.8579999999999988
211407572,48.0,0.167939,13.8713,13.5492,13.4858,13.4605,13.4527,12.632,12.344000000000001,12.29,133.137844,11.756677999999999,SM,G2,5770.0,3.761,-0.11,4.79,0.01,0.65,0.7240000000000001,0.212,0.133,0.363,0.713,1.564,0.293,0.073,0.027999999999999997,-0.05,-0.04,-0.016,1.02,9.8,,3.57,3.2,4.68,,,1.01,G2V,V  ,1.37,0.45,0.16,0.04,0.84,0.35,0.0,3.45,81.85352771663347,0.202,0.13999999999999968,,8.354565956704591e+31,4.408909906548035e+33,2.1692213206801313e+31,1.4212646318039756e+33,0.08870000000000111,0.3420000000000005,0.41080000000000005,0.3855000000000004,0.3420000000000005
211408169,64.0,0.244031,18.549,17.3824,16.8359,16.5877,16.4225,15.404000000000002,14.69,14.647,132.555372,11.765663,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.3559999999999999,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365452,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480495e+30,1.273935063983215e+30,2.2934552225196235e+30,0.7946999999999989,0.7570000000000014,1.9612999999999978,1.7131000000000007,0.7570000000000014
211409099,47.0,0.220344,13.9227,13.6024,13.5046,13.509,13.4965,12.68,12.398,12.335999999999999,133.091003,11.779632000000001,SM,G1,5880.0,3.769,-0.1,4.5,0.13,0.604,0.6609999999999999,0.195,0.067,0.34,0.672,1.4580000000000002,0.267,0.068,0.027000000000000003,-0.044000000000000004,-0.042,-0.01,1.07,9.8,,3.38,3.04,4.4,,,1.12,G1V,,,,,,,,,,77.67453464934242,0.22400000000000003,0.16500000000000004,,1.1177216833842651e+32,8.401004635966278e+33,2.8461593949731084e+31,3.1917646267567214e+33,0.09339999999999904,0.3440000000000012,0.4137000000000004,0.4181000000000008,0.3440000000000012
211409645,62.0,0.780042,17.3233,16.3655,15.9496,15.7521,15.6323,14.552,13.927999999999999,13.806,133.188127,11.787804,M,K6,4230.0,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.1840000000000002,0.759,1.42,3.1430000000000002,0.601,0.14800000000000002,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.6609999999999999,K6V,,,,,,,,,,170.0980109612371,0.13219999999999998,0.15500000000000025,,7.613378808678039e+30,2.1593906887309403e+31,3.143432523849787e+30,7.706880255224126e+30,0.6134000000000004,0.7460000000000004,1.5711999999999993,1.3736999999999995,0.7460000000000004
211409664,50.0,0.166346,14.5567,14.1792,14.0536,14.0509,14.0275,13.177999999999999,12.917,12.78,132.394846,11.78808,SM,G4,5680.0,3.754,-0.13,4.94,-0.04,0.674,0.757,0.222,0.175,0.374,0.733,1.621,0.307,0.075,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.99,,,3.7,3.32,4.8,,,0.986,G4V,,,,,,,,,,30.550504627412064,0.19720000000000001,0.03000000000000025,,7.516793076292366e+31,3.3445001854313527e+33,1.6752112140178087e+31,2.3102988811470355e+32,0.12829999999999941,0.3979999999999997,0.5057999999999989,0.5030999999999999,0.3979999999999997
211409862,69.0,0.07130700000000001,19.3225,18.0696,17.3472,17.0258,16.8583,15.802,15.085999999999999,14.719000000000001,133.235628,11.790547,M,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016218,0.09200000000000001,0.17499999999999982,,1.566557586423133e+30,8.401004635966278e+29,5.096503230300148e+29,3.385204907166216e+29,1.043800000000001,1.0829999999999984,2.2967000000000013,1.9753000000000007,1.0829999999999984
211410090,71.0,0.264116,19.7746,18.5702,17.7144,17.3364,17.1132,15.898,15.210999999999999,14.889000000000001,132.539498,11.793897,M,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999957,,8.912155551898872e+29,2.422876202803946e+29,2.8997529142002895e+29,8.089374008782234e+28,1.2337999999999987,1.0089999999999986,2.4381999999999984,2.0601999999999983,1.0089999999999986
211410757,51.0,0.207575,13.8503,13.5288,13.5787,13.4358,13.423,12.610999999999999,12.366,12.284,133.282202,11.80357,SM,G5,5660.0,3.753,-0.13,4.98,-0.05,0.68,0.764,0.225,0.185,0.377,0.738,1.635,0.31,0.076,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.98,,,3.74,3.35,4.84,,,0.982,G5V,V  ,1.49,0.49,0.16,0.06,0.78,0.29,0.03,3.54,47.258156258881655,0.19640000000000002,0.029999999999999805,,7.330444512198243e+31,3.0502204213412435e+33,1.7278433390614107e+31,2.107017621757896e+32,0.09299999999999997,0.3269999999999982,0.4145000000000003,0.2716000000000012,0.3269999999999982
211410992,58.0,0.16367,15.7845,15.0861,14.8403,14.7369,14.6552,13.683,13.142999999999999,13.113,132.454004,11.806907,SM,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.42700000000000005,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999977,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.34919999999999973,0.5700000000000003,1.0475999999999992,0.9442000000000004,0.5700000000000003
211411199,63.0,0.141706,17.656,16.6536,16.2626,16.0745,15.9588,14.94,14.311,14.239,133.117496,11.809994999999999,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.1556797429813792e+30,4.975979829449148e+30,0.5791000000000004,0.7009999999999987,1.5814999999999984,1.3933999999999997,0.7009999999999987
211411477,51.0,0.194115,14.8911,14.4642,14.3324,14.2994,14.2754,13.402000000000001,13.09,13.038,133.094603,11.813881,SM,G5,5660.0,3.753,-0.13,4.98,-0.05,0.68,0.764,0.225,0.185,0.377,0.738,1.635,0.31,0.076,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.98,,,3.74,3.35,4.84,,,0.982,G5V,V  ,1.49,0.49,0.16,0.06,0.78,0.29,0.03,3.54,47.258156258881655,0.19640000000000002,0.029999999999999805,,7.330444512198243e+31,3.0502204213412435e+33,1.7278433390614107e+31,2.107017621757896e+32,0.1647999999999996,0.36400000000000077,0.5916999999999994,0.5587,0.36400000000000077
211411621,55.0,0.235046,14.9299,14.3914,14.2107,14.1591,14.1089,13.175,12.765999999999998,12.687000000000001,133.19374,11.816047,SM,G9,5340.0,3.728,-0.21,5.55,-0.25,0.777,0.894,0.267,0.358,0.423,0.82,1.861,0.365,0.087,0.028999999999999998,-0.06,-0.038,-0.018000000000000002,0.9,,,4.14,3.69,5.34,,,0.8759999999999999,G9V,,,,,,,,,,108.16653826230892,0.1752,0.09499999999999975,,4.473702464377127e+31,9.645643896996796e+32,1.298580190058063e+31,2.109942005707607e+32,0.2323000000000004,0.48799999999999955,0.7707999999999995,0.7192000000000007,0.48799999999999955
211411722,54.0,0.164124,15.1659,14.6917,14.5148,14.4511,14.4037,13.457,13.083,13.004000000000001,133.092595,11.817472,BM,G8,5490.0,3.734,-0.17,5.32,-0.17,0.737,0.8420000000000001,0.249,0.284,0.40399999999999997,0.7859999999999999,1.768,0.342,0.08199999999999999,0.027999999999999997,-0.057,-0.039,-0.018000000000000002,0.94,,,3.97,3.55,5.15,,,0.909,G8V,V  ,1.6,0.57,0.19,0.06,0.87,0.37,0.04,3.85,100.16652800704459,0.18180000000000002,0.06500000000000039,,5.45063231922809e+31,1.493933356778037e+33,1.5244349552817583e+31,2.235940640208395e+32,0.2406000000000006,0.4529999999999994,0.7148000000000003,0.6511000000000013,0.4529999999999994
211411723,62.0,0.103649,16.5057,15.6244,15.2276,15.0727,14.9565,13.912,13.32,13.214,133.18502800000002,11.817472,M,K6,4230.0,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.1840000000000002,0.759,1.42,3.1430000000000002,0.601,0.14800000000000002,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.6609999999999999,K6V,,,,,,,,,,170.0980109612371,0.13219999999999998,0.15500000000000025,,7.613378808678039e+30,2.1593906887309403e+31,3.143432523849787e+30,7.706880255224126e+30,0.5517000000000003,0.6980000000000004,1.4330000000000016,1.2781000000000002,0.6980000000000004
211411894,45.0,0.156112,13.7582,13.4531,13.3808,13.3646,13.337,12.533,12.298,12.245,132.583853,11.819741,SM,F9,6040.0,3.781,-0.08,4.15,0.26,0.552,0.5870000000000001,0.175,0.013999999999999999,0.312,0.62,1.34,0.237,0.063,0.027000000000000003,-0.040999999999999995,-0.044000000000000004,-0.013999999999999999,1.14,9.7,0.37799999999999995,3.11,2.81,4.07,,,1.23,F9V,,,,,,,,,,125.03332888871762,0.246,0.07499999999999996,,1.5103947209743802e+32,1.7961029425428407e+34,4.287525347915312e+31,3.101759895736413e+33,0.0884999999999998,0.28800000000000026,0.39360000000000106,0.37739999999999974,0.28800000000000026
211412010,67.0,0.226654,18.4879,17.2522,16.5501,16.2389,16.0606,14.949000000000002,14.293,14.023,133.164493,11.821591999999999,M,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.10700000000000001,0.08000000000000007,,2.7441861672404844e+30,2.6566309283287153e+30,9.064164601647388e+29,4.893695018525311e+29,1.0132999999999974,0.9260000000000019,2.2489999999999988,1.9377999999999993,0.9260000000000019
211412571,63.0,0.290352,17.7402,16.7116,16.2148,15.9845,15.8426,14.742,14.155999999999999,14.027999999999999,132.595145,11.830032000000001,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.1556797429813792e+30,4.975979829449148e+30,0.7271000000000001,0.7140000000000022,1.755700000000001,1.5254000000000012,0.7140000000000022
211413212,50.0,0.143205,14.720999999999998,14.3273,14.2053,14.1896,14.1645,13.297,12.994000000000002,12.995999999999999,132.589892,11.839767,SM,G4,5680.0,3.754,-0.13,4.94,-0.04,0.674,0.757,0.222,0.175,0.374,0.733,1.621,0.307,0.075,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.99,,,3.7,3.32,4.8,,,0.986,G4V,,,,,,,,,,30.550504627412064,0.19720000000000001,0.03000000000000025,,7.516793076292366e+31,3.3445001854313527e+33,1.6752112140178087e+31,2.3102988811470355e+32,0.13769999999999882,0.30100000000000193,0.5313999999999979,0.5156999999999989,0.30100000000000193
211413327,67.0,0.13881500000000002,18.6768,17.506,16.9156,16.6335,16.4752,15.3,14.714,14.462,132.620498,11.841414,M,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.10700000000000001,0.08000000000000007,,2.7441861672404844e+30,2.6566309283287153e+30,9.064164601647388e+29,4.893695018525311e+29,0.8724999999999987,0.838000000000001,2.0432999999999986,1.7611999999999988,0.838000000000001
211413815,47.0,0.159709,13.8088,13.491,13.357000000000001,13.3132,13.1589,12.389000000000001,12.147,12.085,132.90769699999998,11.84918,BM,G1,5880.0,3.769,-0.1,4.5,0.13,0.604,0.6609999999999999,0.195,0.067,0.34,0.672,1.4580000000000002,0.267,0.068,0.027000000000000003,-0.044000000000000004,-0.042,-0.01,1.07,9.8,,3.38,3.04,4.4,,,1.12,G1V,,,,,,,,,,77.67453464934242,0.22400000000000003,0.16500000000000004,,1.1177216833842651e+32,8.401004635966278e+33,2.8461593949731084e+31,3.1917646267567214e+33,0.17779999999999951,0.30400000000000027,0.4955999999999996,0.45179999999999865,0.30400000000000027
211413961,51.0,0.165326,15.2899,14.8048,14.655999999999999,14.6021,14.5579,13.655999999999999,13.370999999999999,13.294,133.11762199999998,11.851586,SM,G5,5660.0,3.753,-0.13,4.98,-0.05,0.68,0.764,0.225,0.185,0.377,0.738,1.635,0.31,0.076,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.98,,,3.74,3.35,4.84,,,0.982,G5V,V  ,1.49,0.49,0.16,0.06,0.78,0.29,0.03,3.54,47.258156258881655,0.19640000000000002,0.029999999999999805,,7.330444512198243e+31,3.0502204213412435e+33,1.7278433390614107e+31,2.107017621757896e+32,0.2027000000000001,0.3619999999999983,0.6877999999999993,0.6339000000000006,0.3619999999999983
211414071,67.0,0.052928,19.4932,18.2294,17.4437,17.0673,16.8619,15.79,15.164000000000001,14.665,133.225207,11.853208,M,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.10700000000000001,0.08000000000000007,,2.7441861672404844e+30,2.6566309283287153e+30,9.064164601647388e+29,4.893695018525311e+29,1.1620999999999988,1.125,2.425900000000002,2.049500000000002,1.125
211414156,60.0,0.174932,17.3508,16.4373,16.0917,15.94,15.8342,14.765,14.220999999999998,14.112,132.629352,11.854564,M,K4,4620.0,3.665,-0.55,7.04,-0.71,1.1,1.306,0.47700000000000004,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.9999999991451,0.1378,0.16000000000000014,,1.3393987013041351e+31,6.9876512970623325e+31,5.700977555370194e+30,2.574345873865e+31,0.49730000000000096,0.6530000000000005,1.4108,1.2591,0.6530000000000005
211414403,68.0,0.086479,18.8169,17.6068,17.016,16.7506,16.602,15.482000000000001,14.764000000000001,14.520999999999999,133.119493,11.857994999999999,M,M1,3700.0,3.568,-1.44,9.69,-1.4,1.475,,0.983,1.172,0.9590000000000001,2.019,4.02,0.613,0.225,0.13699999999999998,,,,0.53,,,6.51,5.67,8.25,0.41,,0.496,M1V,V  ,2.72,1.33,0.78,0.46,1.2,0.67,0.25,6.04,76.37626158016926,0.09920000000000001,0.17499999999999982,,1.9671458383502266e+30,1.1866734460852193e+30,6.334120286483007e+29,4.781729027613469e+29,0.8562000000000012,0.9610000000000021,2.066300000000002,1.8009000000000022,0.9610000000000021
211414799,46.0,0.174488,13.8914,13.5683,13.5134,13.4696,13.4505,12.610999999999999,12.355,12.322000000000001,133.130899,11.864249000000001,BM,G0,5920.0,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.057999999999999996,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,0.22400000000000003,0.16500000000000004,,1.1600581328788684e+32,8.401004635966278e+33,2.992857567517304e+31,3.1917646267567214e+33,0.0987000000000009,0.2889999999999979,0.42180000000000106,0.3780000000000001,0.2889999999999979
211414938,55.0,0.168448,14.9773,14.4422,14.2483,14.1876,14.1382,13.218,12.797,12.776,132.597465,11.866257000000001,BM,G9,5340.0,3.728,-0.21,5.55,-0.25,0.777,0.894,0.267,0.358,0.423,0.82,1.861,0.365,0.087,0.028999999999999998,-0.06,-0.038,-0.018000000000000002,0.9,,,4.14,3.69,5.34,,,0.8759999999999999,G9V,,,,,,,,,,108.16653826230892,0.1752,0.09499999999999975,,4.473702464377127e+31,9.645643896996796e+32,1.298580190058063e+31,2.109942005707607e+32,0.25459999999999994,0.44200000000000017,0.7896999999999998,0.7289999999999992,0.44200000000000017
211414974,66.0,0.055759,18.4783,17.3241,16.7732,16.5432,16.399,15.28,14.652999999999999,14.47,133.11646000000002,11.866789,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.7525909284703144e+30,1.0087642760722682e+30,6.912527945600352e+29,0.7809000000000026,0.8099999999999987,1.935100000000002,1.7051000000000016,0.8099999999999987
211415085,63.0,0.187919,17.5644,16.6089,16.2435,16.0737,15.9619,14.907,14.376,14.084000000000001,132.51944699999999,11.868561,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.1556797429813792e+30,4.975979829449148e+30,0.5351999999999997,0.8229999999999986,1.4907000000000004,1.3208999999999982,0.8229999999999986
