,EPIC,Unnamed: 0,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,Class,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,58,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,r_z,J_K,g_z,g_i,J-K,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y
68,211400215,49.0,0.17248,13.8531,13.5316,13.4411,13.4555,13.4159,12.595999999999998,12.365,12.251,132.86033899999998,11.643578,SM,G3,5720.0,3.7569999999999997,-0.12,4.86,-0.01,0.6609999999999999,0.7390000000000001,0.217,0.152,0.368,0.722,1.59,0.299,0.07400000000000001,0.028,-0.05,-0.04,-0.014,1.0,,,3.64,3.27,4.74,,,1.01,G3V,,,,,,,,,,45.0924975244228,0.20199999999999999,0.13999999999999968,,8.084412725349285e+31,3.84e+33,1.886067167850175e+31,1.2378697459935962e+33,0.0760999999999985,0.3449999999999989,0.3975999999999989,0.41199999999999903,0.3449999999999989,13.924024649146238,13.8531,13.56065376138624,13.5316,13.43097653098624,13.4411,13.4405753071808,13.4555,13.39679898342848,13.4159
69,211400290,63.0,0.16526,17.2963,16.3817,16.048,15.9082,15.7826,14.817,14.225,14.023,133.18601999999998,11.644806,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.221,0.8059999999999999,1.529,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.155679742981379e+30,4.975979829449148e+30,0.4734999999999978,0.7940000000000005,1.388099999999998,1.2483000000000004,0.7940000000000005,17.457400352166236,17.2963,16.414864157834035,16.3817,16.041392950000496,16.048,15.863495949773776,15.9082,15.84002660308195,15.7826
70,211400302,47.0,0.150854,14.7005,14.3099,14.1835,14.1729,14.1537,13.318,13.005999999999998,12.985,132.539986,11.644976,SM,G1,5880.0,3.7689999999999997,-0.1,4.5,0.13,0.604,0.6609999999999999,0.195,0.067,0.34,0.672,1.4580000000000002,0.267,0.068,0.027000000000000003,-0.044,-0.042,-0.01,1.07,9.8,,3.38,3.04,4.4,,,1.12,G1V,,,,,,,,,,77.67453464934242,0.22400000000000006,0.16500000000000006,,1.1177216833842651e+32,8.401004635966279e+33,2.8461593949731084e+31,3.1917646267567214e+33,0.13700000000000045,0.3330000000000002,0.5275999999999996,0.5169999999999995,0.3330000000000002,14.783930955305788,14.7005,14.340542592664539,14.3099,14.173771738539541,14.1835,14.1529662140043,14.1729,14.14808129876133,14.1537
71,211400500,50.0,0.13728800000000002,14.7573,14.3494,14.2267,14.2044,14.1663,13.313,12.952,12.942,132.84945,11.647812,SM,G4,5680.0,3.7539999999999996,-0.13,4.94,-0.04,0.674,0.757,0.222,0.175,0.374,0.733,1.621,0.307,0.075,0.028,-0.052000000000000005,-0.041,-0.014,0.99,,,3.7,3.32,4.8,,,0.986,G4V,,,,,,,,,,30.550504627412067,0.1972,0.03000000000000025,,7.516793076292366e+31,3.3445001854313527e+33,1.6752112140178085e+31,2.3102988811470355e+32,0.14499999999999955,0.37099999999999866,0.5529000000000011,0.5306000000000015,0.37099999999999866,14.842323820494887,14.7573,14.380219390491597,14.3494,14.217023228254117,14.2267,14.183854401636918,14.2044,14.162317944835756,14.1663
72,211400563,46.0,0.188237,14.1188,13.7765,13.6608,13.6664,13.6258,12.785,12.522,12.452,132.90065900000002,11.648973,BM,G0,5920.0,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.058,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,0.22400000000000006,0.16500000000000006,,1.1600581328788684e+32,8.401004635966279e+33,2.992857567517304e+31,3.1917646267567214e+33,0.11010000000000096,0.3330000000000002,0.4524000000000008,0.4580000000000002,0.3330000000000002,14.195249392358958,14.1188,13.806299705588959,13.7765,13.650849277468962,13.6608,13.649216862863199,13.6664,13.61279480497192,13.6258
73,211400620,66.0,0.17938099999999998,18.5332,17.2841,16.5747,16.2526,16.0803,14.953,14.300999999999998,14.107,132.51791,11.649761,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.408,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,1.0314999999999976,0.8459999999999983,2.2806,1.9585000000000008,0.8459999999999983,18.756834145636226,18.5332,17.314244901938565,17.2841,16.572659535290438,16.5747,16.186684546183038,16.2526,16.185949120969916,16.0803
74,211400662,64.0,0.069082,18.0681,16.9888,16.5147,16.3152,16.1881,15.089,14.515999999999998,14.273,133.092902,11.650312,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.356,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365453,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480494e+30,1.2739350639832152e+30,2.2934552225196235e+30,0.6736000000000004,0.8160000000000007,1.7529000000000003,1.5534,0.8160000000000007,18.25738703397715,18.0681,17.02061247460944,16.9888,16.509795077860513,16.5147,16.262180260824795,16.3152,16.26468599148355,16.1881
75,211400944,54.0,0.185042,15.1849,14.7132,14.5556,14.5111,14.4704,13.591,13.25,13.147,132.846625,11.65412,SM,G8,5490.0,3.734,-0.17,5.32,-0.17,0.737,0.8420000000000001,0.249,0.284,0.404,0.7859999999999999,1.768,0.342,0.08199999999999999,0.028,-0.057,-0.039,-0.018000000000000002,0.94,,,3.97,3.55,5.15,,,0.909,G8V,V  ,1.6,0.57,0.19,0.06,0.87,0.37,0.04,3.85,100.1665280070446,0.1818,0.06500000000000039,,5.45063231922809e+31,1.493933356778037e+33,1.5244349552817583e+31,2.2359406402083954e+32,0.20209999999999967,0.4439999999999991,0.6738,0.6293000000000006,0.4439999999999991,15.281302678526535,15.1849,14.745116674592724,14.7132,14.54630037216934,14.5556,14.486346978682562,14.5111,14.477601062812827,14.4704
76,211400999,66.0,0.206612,19.156,17.9434,17.2132,16.8931,16.6957,15.64,14.878,14.782,133.269312,11.655006,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.408,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,1.0503,0.8580000000000005,2.2628999999999984,1.9427999999999983,0.8580000000000005,19.378360631905675,19.156,17.973583136449594,17.9434,17.211033214042235,17.2132,16.827761525865107,16.8931,16.800042102749256,16.6957
77,211401055,59.0,0.187493,16.4732,15.7784,15.527,15.4348,15.3667,14.378,13.949000000000002,13.79,133.138546,11.655887,SM,K3,4830.0,3.6839999999999997,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.1458,0.14000000000000012,,1.9224915655288019e+31,1.459927281870955e+32,7.876361928480843e+30,4.706249514527933e+31,0.34360000000000035,0.588000000000001,1.038399999999999,0.9461999999999976,0.588000000000001,16.604088468426003,16.4732,15.811947455230333,15.7784,15.518985239677093,15.527,15.39880014265256,15.4348,15.402933516710712,15.3667
78,211401265,63.0,0.130876,17.623,16.6232,16.2276,16.0685,15.9421,14.925,14.286,14.255999999999998,132.898337,11.658948,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.221,0.8059999999999999,1.529,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.155679742981379e+30,4.975979829449148e+30,0.5547000000000004,0.6690000000000023,1.5545000000000009,1.3954000000000022,0.6690000000000023,17.79796280470204,17.623,16.655775218423425,16.6232,16.221772370483702,16.2276,16.019819981572688,16.0685,16.00879075313355,15.9421
79,211401366,60.0,0.093082,16.2951,15.5513,15.2516,15.1244,15.027,14.026,13.525,13.377,132.805777,11.660429,M,K4,4620.0,3.665,-0.55,7.04,-0.71,1.1,1.306,0.477,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.99999999914507,0.1378,0.16000000000000014,,1.3393987013041351e+31,6.987651297062333e+31,5.700977555370194e+30,2.574345873865e+31,0.42689999999999984,0.6489999999999991,1.170700000000002,1.0435000000000016,0.6489999999999991,16.435987780512566,16.2951,15.584884455000841,15.5513,15.24401436137147,15.2516,15.085455188960411,15.1244,15.070548776624777,15.027
80,211401403,46.0,0.206679,13.8698,13.5475,13.4407,13.4442,13.4112,12.595,12.345,12.28,132.836633,11.661146,SM,G0,5920.0,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.058,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,0.22400000000000006,0.16500000000000006,,1.1600581328788684e+32,8.401004635966279e+33,2.992857567517304e+31,3.1917646267567214e+33,0.10329999999999906,0.3150000000000013,0.4255999999999993,0.4291,0.3150000000000013,13.942786829747831,13.8698,13.576840383905873,13.5475,13.430640701417618,13.4407,13.428423717569078,13.4442,13.394400565637913,13.4112
81,211401872,58.0,0.26483,15.7712,15.1895,14.9388,14.8619,14.7798,13.821,13.329,13.255999999999998,132.370258,11.668934,BM,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.32760000000000034,0.5650000000000013,0.9093,0.8323999999999998,0.5650000000000013,15.89005126318669,15.7712,15.22275499628293,15.1895,14.930306814391411,14.9388,14.829604027396805,14.8619,14.806643839522227,14.7798
82,211402663,46.0,0.194685,13.8673,13.5466,13.451,13.449000000000002,13.4382,12.612,12.316,12.283,132.59006399999998,11.682061,SM,G0,5920.0,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.058,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,0.22400000000000006,0.16500000000000006,,1.1600581328788684e+32,8.401004635966279e+33,2.992857567517304e+31,3.1917646267567214e+33,0.09759999999999812,0.3290000000000006,0.41829999999999856,0.4163000000000015,0.3290000000000006,13.938744150857607,13.8673,13.575726887523007,13.5466,13.440892663596674,13.451,13.433859803671952,13.449000000000002,13.419681756661014,13.4382
83,211402784,66.0,0.213763,18.8907,17.6853,17.0189,16.7177,16.5469,15.458,,,133.239908,11.683971,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.408,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,0.9676000000000008,,2.1729999999999983,1.8718000000000004,,19.10724698112088,18.8907,17.71569355631886,17.6853,17.01617850131809,17.0189,16.654875626284937,16.7177,16.645561122570886,16.5469
84,211403852,64.0,0.19630699999999998,17.6594,16.6591,16.225,16.0499,15.9026,14.873,14.265999999999998,14.118,132.404446,11.700815,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.356,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365453,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480494e+30,1.2739350639832152e+30,2.2934552225196235e+30,0.6091999999999977,0.754999999999999,1.6095000000000006,1.4344,0.754999999999999,17.83795138734224,17.6594,16.69149465837008,16.6591,16.21939139181776,16.225,16.000163127596903,16.0499,15.971717497530044,15.9026
85,211403975,49.0,0.126958,14.3718,14.0,13.8921,13.8912,13.8679,13.037,12.742,12.666,132.503507,11.702728,SM,G3,5720.0,3.7569999999999997,-0.12,4.86,-0.01,0.6609999999999999,0.7390000000000001,0.217,0.152,0.368,0.722,1.59,0.299,0.07400000000000001,0.028,-0.05,-0.04,-0.014,1.0,,,3.64,3.27,4.74,,,1.01,G3V,,,,,,,,,,45.0924975244228,0.20199999999999999,0.13999999999999968,,8.084412725349285e+31,3.84e+33,1.886067167850175e+31,1.2378697459935962e+33,0.10880000000000044,0.3710000000000022,0.4806000000000008,0.4797000000000011,0.3710000000000022,14.450830743461418,14.3718,14.030124288223417,14.0,13.882230949186953,13.8921,13.872986588823599,13.8912,13.857666645701277,13.8679
86,211404310,63.0,0.416739,17.4447,16.5116,16.1378,15.9718,15.8537,14.841,14.164,14.065,133.160798,11.707605,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.221,0.8059999999999999,1.529,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.155679742981379e+30,4.975979829449148e+30,0.5398000000000014,0.7759999999999998,1.472900000000001,1.3069000000000024,0.7759999999999998,17.611385884773643,17.4447,16.544550679688705,16.5116,16.131494986201755,16.1378,15.925508109784369,15.9718,15.914854311077296,15.8537
87,211404488,64.0,0.187039,18.3124,17.1815,16.6735,16.4442,16.3099,15.19,14.528,14.503,133.222128,11.710197,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.356,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365453,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480494e+30,1.2739350639832152e+30,2.2934552225196235e+30,0.7373000000000012,0.6869999999999994,1.8682000000000016,1.6388999999999996,0.6869999999999994,18.50920912271142,18.3124,17.212888884791827,17.1815,16.669136047559082,16.6735,16.388729634083564,16.4442,16.39201527842032,16.3099
88,211404735,46.0,0.217829,14.3141,13.9588,13.8672,13.8624,13.8219,12.948,12.689,12.645,133.126163,11.714009,SM,G0,5920.0,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.058,0.336,0.664,1.44,0.262,0.067,0.027000000000000003,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0.0,3.18,83.26663997660192,0.22400000000000006,0.16500000000000006,,1.1600581328788684e+32,8.401004635966279e+33,2.992857567517304e+31,3.1917646267567214e+33,0.09640000000000093,0.3030000000000008,0.4517000000000007,0.4468999999999994,0.3030000000000008,14.389222833459387,14.3141,13.988426977977696,13.9588,13.857207552779752,13.8672,13.84575246061719,13.8624,13.807451537477435,13.8219
89,211404773,54.0,0.100981,15.4172,14.9204,14.7351,14.7026,14.6584,13.759,13.343,13.318,132.550627,11.71471,SM,G8,5490.0,3.734,-0.17,5.32,-0.17,0.737,0.8420000000000001,0.249,0.284,0.404,0.7859999999999999,1.768,0.342,0.08199999999999999,0.028,-0.057,-0.039,-0.018000000000000002,0.94,,,3.97,3.55,5.15,,,0.909,G8V,V  ,1.6,0.57,0.19,0.06,0.87,0.37,0.04,3.85,100.1665280070446,0.1818,0.06500000000000039,,5.45063231922809e+31,1.493933356778037e+33,1.5244349552817583e+31,2.2359406402083954e+32,0.21780000000000044,0.4410000000000007,0.7145999999999989,0.6821000000000002,0.4410000000000007,15.51956154849186,15.4172,14.95277695111199,14.9204,14.726005393522284,14.7351,14.675752393208818,14.7026,14.671114473731384,14.6584
90,211405671,64.0,0.292937,18.2085,17.1179,16.6193,16.4047,16.2769,15.211,14.458,14.455,133.195211,11.727768,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.356,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365453,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480494e+30,1.2739350639832152e+30,2.2934552225196235e+30,0.7132000000000005,0.7559999999999985,1.8038000000000023,1.5892000000000015,0.7559999999999985,18.40095560035809,18.2085,17.149534114099765,17.1179,16.614617829092722,16.6193,16.350665956459434,16.4047,16.355777840781954,16.2769
91,211406562,61.0,0.141576,17.2222,16.3395,15.9985,15.8528,15.7505,14.711,14.107,14.003,133.171795,11.740973,M,K5,4410.0,3.6439999999999997,-0.68,7.36,-0.78,1.15,1.3730000000000002,0.525,1.081,0.685,1.272,2.883,0.568,0.132,0.042,-0.073,-0.029,0.019,0.71,,,5.18,4.48,6.68,,,0.698,K5V,V  ,2.54,1.18,0.4,0.2,1.06,0.62,0.1,5.45,195.19221295850463,0.1396,0.16000000000000014,,1.0797876867412585e+31,4.408909906548034e+31,4.6144997107641835e+30,1.6243024363474054e+31,0.4867000000000008,0.7079999999999984,1.3694000000000006,1.2237000000000011,0.7079999999999984,17.38092999929188,17.2222,16.37274347228718,16.3395,15.991769291734313,15.9985,15.808767199879929,15.8528,15.806338484373654,15.7505
92,211406596,56.0,0.177233,15.4018,14.8989,14.7393,14.6909,14.6373,13.733,13.352,13.26,132.561039,11.741568,SM,K0,5280.0,3.7230000000000003,-0.22,5.76,-0.33,0.816,0.944,0.28600000000000003,0.436,0.443,0.853,1.953,0.387,0.091,0.03,-0.063,-0.037000000000000005,-0.015,0.87,,,4.29,3.81,5.54,,,0.8170000000000001,K0V,V  ,1.68,0.62,0.22,0.07,0.84,0.47,0.07,4.17,86.21678104048753,0.16340000000000002,0.10000000000000007,,3.701443634493218e+31,6.085989859050679e+32,1.0122451715866834e+31,1.401350952556304e+32,0.20800000000000016,0.472999999999999,0.7109000000000005,0.6624999999999996,0.472999999999999,15.501959823652342,15.4018,14.931115920429686,14.8989,14.730128971601562,14.7393,14.664817986523436,14.6909,14.648003889785155,14.6373
93,211407277,66.0,0.259894,18.8764,17.6744,17.0304,16.7497,16.5694,15.488,14.733,14.63,132.42996599999998,11.752383,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.408,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,0.924699999999998,0.8579999999999988,2.1267,1.8459999999999999,0.8579999999999988,19.090811810476882,18.8764,17.704883670126883,17.6744,17.02748348080688,17.0304,16.6877530894696,16.7497,16.66608311599576,16.5694
94,211407572,48.0,0.167939,13.8713,13.5492,13.4858,13.4605,13.4527,12.632,12.344,12.29,133.137844,11.756678,SM,G2,5770.0,3.761,-0.11,4.79,0.01,0.65,0.7240000000000001,0.212,0.133,0.363,0.713,1.564,0.293,0.073,0.028,-0.05,-0.04,-0.016,1.02,9.8,,3.57,3.2,4.68,,,1.01,G2V,V  ,1.37,0.45,0.16,0.04,0.84,0.35,0.0,3.45,81.85352771663348,0.20199999999999999,0.13999999999999968,,8.354565956704591e+31,4.408909906548035e+33,2.1692213206801313e+31,1.4212646318039756e+33,0.08870000000000111,0.3420000000000005,0.4108000000000001,0.3855000000000004,0.3420000000000005,13.939009039377515,13.8713,13.577787309292672,13.5492,13.475577145000798,13.4858,13.446923910842761,13.4605,13.429947098726064,13.4527
95,211408169,64.0,0.244031,18.549,17.3824,16.8359,16.5877,16.4225,15.404000000000002,14.69,14.647,132.555372,11.765663,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.356,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365453,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480494e+30,1.2739350639832152e+30,2.2934552225196235e+30,0.7946999999999989,0.7570000000000014,1.9612999999999976,1.7131000000000007,0.7570000000000014,18.752213434310036,18.549,17.413436115628528,17.3824,16.83203141392367,16.8359,16.530011197345292,16.5877,16.509605058550413,16.4225
96,211409099,47.0,0.220344,13.9227,13.6024,13.5046,13.509,13.4965,12.68,12.398,12.336,133.091003,11.779632,SM,G1,5880.0,3.7689999999999997,-0.1,4.5,0.13,0.604,0.6609999999999999,0.195,0.067,0.34,0.672,1.4580000000000002,0.267,0.068,0.027000000000000003,-0.044,-0.042,-0.01,1.07,9.8,,3.38,3.04,4.4,,,1.12,G1V,,,,,,,,,,77.67453464934242,0.22400000000000006,0.16500000000000006,,1.1177216833842651e+32,8.401004635966279e+33,2.8461593949731084e+31,3.1917646267567214e+33,0.09339999999999904,0.3440000000000012,0.4137000000000004,0.4181000000000008,0.3440000000000012,13.994361428612885,13.9227,13.631557288031313,13.6024,13.494499417473211,13.5046,13.493769865501704,13.509,13.478224904781097,13.4965
97,211409645,62.0,0.780042,17.3233,16.3655,15.9496,15.7521,15.6323,14.552,13.928,13.806,133.188127,11.787804,M,K6,4230.0,3.6260000000000003,-0.81,7.8,-0.9,1.24,1.439,0.617,1.1840000000000002,0.759,1.42,3.143,0.601,0.14800000000000002,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.6609999999999999,K6V,,,,,,,,,,170.0980109612371,0.13219999999999998,0.15500000000000025,,7.613378808678038e+30,2.1593906887309408e+31,3.1434325238497875e+30,7.706880255224127e+30,0.6134000000000004,0.7460000000000004,1.5711999999999993,1.3736999999999997,0.7460000000000004,17.496250646216094,17.3233,16.398172174275768,16.3655,15.9436528467704,15.9496,15.704006061836477,15.7521,15.697639180264959,15.6323
98,211409664,50.0,0.166346,14.5567,14.1792,14.0536,14.0509,14.0275,13.178,12.917,12.78,132.394846,11.78808,SM,G4,5680.0,3.7539999999999996,-0.13,4.94,-0.04,0.674,0.757,0.222,0.175,0.374,0.733,1.621,0.307,0.075,0.028,-0.052000000000000005,-0.041,-0.014,0.99,,,3.7,3.32,4.8,,,0.986,G4V,,,,,,,,,,30.550504627412067,0.1972,0.03000000000000025,,7.516793076292366e+31,3.3445001854313527e+33,1.6752112140178085e+31,2.3102988811470355e+32,0.1282999999999994,0.3979999999999997,0.5057999999999989,0.5030999999999999,0.3979999999999997,14.638496618653866,14.5567,14.209655218088733,14.1792,14.043819204535378,14.0536,14.03159997713256,14.0509,14.020183418251348,14.0275
99,211409862,69.0,0.07130700000000001,19.3225,18.0696,17.3472,17.0258,16.8583,15.802,15.086,14.719,133.235628,11.790547,M,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.17499999999999982,,1.5665575864231329e+30,8.401004635966278e+29,5.096503230300147e+29,3.385204907166215e+29,1.043800000000001,1.0829999999999984,2.2967000000000013,1.9753000000000007,1.0829999999999984,19.547492160364623,19.3225,18.09970763117614,18.0696,17.34529620771365,17.3472,16.959258196742887,17.0258,16.965369470617667,16.8583
100,211410090,71.0,0.26411599999999996,19.7746,18.5702,17.7144,17.3364,17.1132,15.898,15.211,14.889,132.539498,11.793897,M,M2.5,3500.0,3.5439999999999996,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,1.233799999999999,1.0089999999999986,2.4381999999999984,2.0601999999999983,1.0089999999999986,20.00638210258879,19.7746,18.600182540307422,18.5702,17.71321121032978,17.7144,17.26654242809265,17.3364,17.227816111815944,17.1132
101,211410757,51.0,0.207575,13.8503,13.5288,13.5787,13.4358,13.423,12.611,12.366,12.284,133.282202,11.80357,SM,G5,5660.0,3.753,-0.13,4.98,-0.05,0.68,0.764,0.225,0.185,0.377,0.738,1.635,0.31,0.076,0.028,-0.052000000000000005,-0.041,-0.014,0.98,,,3.74,3.35,4.84,,,0.982,G5V,V  ,1.49,0.49,0.16,0.06,0.78,0.29,0.03,3.54,47.258156258881655,0.1964,0.029999999999999805,,7.330444512198243e+31,3.0502204213412435e+33,1.727843339061411e+31,2.107017621757896e+32,0.09299999999999996,0.3269999999999982,0.4145000000000003,0.2716000000000012,0.3269999999999982,13.903908875116183,13.8503,13.555060144739944,13.5288,13.568049334369062,13.5787,13.428442619355707,13.4358,13.383311486677758,13.423
102,211410992,58.0,0.16367,15.7845,15.0861,14.8403,14.7369,14.6552,13.683,13.143,13.113,132.454004,11.806907,SM,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.3491999999999997,0.5700000000000003,1.0475999999999992,0.9442000000000004,0.5700000000000003,15.915180144184964,15.7845,15.119644758581394,15.0861,14.832276625961356,14.8403,14.700962624056697,14.7369,14.691276799732657,14.6552
